"hhid_village","hhid","group","hh_15_2","hh_26_","hh_27_","hh_30_","hh_35_"
"010A1","010A021","Control",1.37095844714667,1.02914071931376,2.32505849371513,-0.601382997836582,0.25057806717021
"010A1","010A022","Control",-0.564698171396089,0.914774867719613,0.524122181151092,-0.135816136579885,-0.277924049161014
"010A1","010A023","Control",0.363128411337339,-0.00245626667956324,0.970733416408591,-0.987272784920511,-1.72473573426284
"010A1","010A024","Control",0.63286260496104,0.136009552413727,0.376973397152614,0.831925014618268,-2.00670494385569
"010A1","010A025","Control",0.404268323140999,-0.720153544943125,-0.995933396542156,-0.795059516415481,-1.29180833046846
"010A1","010A026","Control",-0.106124516091484,-0.198124330051216,-0.597482913048045,0.340464612015827,0.365838228483296
"010A1","010A027","Control",1.51152199743894,-1.02920880604827,0.165251423080152,0.870429820346914,-0.152203253908431
"010A1","010A028","Control",-0.0946590384130976,-0.966955895852616,-2.92847717857757,-1.18216100524638,-0.734094090076209
"010A1","010A029","Control",2.01842371387704,-1.22081308891909,-0.847914226578549,1.02289397573496,-0.781972056981591
"010A1","010A0210","Control",-0.062714099052421,0.836207703944837,0.798584512223446,-2.10843457624333,0.551567034812709
"010A1","010A0211","Control",1.30486965422349,1.1149717984954,-0.298455987965219,0.229762637699325,-1.61084098443007
"010A1","010A0212","Control",2.28664539270111,-0.412944852927091,-0.283611376945371,1.51171079155376,0.748176433090443
"010A1","010A0213","Control",-1.38886070111234,-1.12897739800683,0.869519306648764,0.555437989150677,0.449296011237588
"010A1","010A0214","Control",-0.278788766817371,-0.0879313317770513,-0.544355284698977,0.914878801249372,-0.870062520443655
"010A1","010A0215","Control",-0.133321336393658,2.24190369331262,0.628803235377603,-0.553396624279516,-0.0977479313579405
"010A1","010A0216","Control",0.635950398070074,2.04131317075049,-1.42233445794539,0.298376089510017,0.893100213716266
"010A1","010A0217","Control",-0.284252921416072,-1.71980033672145,-1.22751263333428,1.10637953965214,1.35091509526625
"010A1","010A0218","Control",-2.65645542090478,-0.356906656122387,-1.67410551574443,-1.32914958483242,1.4889703943085
"010A1","010A0219","Control",-2.44046692857552,1.53328049216229,0.0843984822448787,1.00169412888602,0.371067212847268
"010A1","010A0220","Control",1.32011334573019,-0.0382440966102368,-0.2061256639704,-1.40930387375741,-0.214473243512569
"010A1","010A0221","Control",-0.306638594078475,1.59741324232643,1.44187164028206,-0.498781024681268,0.455494589939145
"010A1","010A0222","Control",-1.78130843398,-0.333585393309883,-0.0417821033853644,2.62275685248845,-0.258111110256068
"010A1","010A0223","Control",-0.171917355759621,0.604985923915378,1.35375447776378,0.510665566028528,-1.00292375210412
"010A1","010A0224","Control",1.2146746991726,0.224241239250251,1.94522527592283,-0.0908431942191986,0.844143482797941
"010A1","010A0225","Control",1.89519346126497,3.22906949548006,-0.490938233708141,0.978765679210879,0.694658775896635
"010A1","010A0226","Control",-0.4304691316062,0.92045256677252,0.388439074944612,-0.243808656888315,1.2610037476473
"010A1","010A0227","Control",-0.25726938276893,-1.20653906921592,-0.84489325918598,0.621808959213633,1.66655928933767
"010A1","010A0228","Control",-1.76316308519478,-0.603881169163268,0.73799036787109,-0.344595219846322,1.47185793808934
"010A1","010A0229","Control",0.460097354831271,0.370235284622062,-1.07976033128386,-2.35522454584149,0.78931570508443
"010A1","010A0230","Control",-0.639994875960119,-1.90100064667961,-1.02647387624363,0.472387633353643,-0.0364542711833432
"010A1","010A0231","Control",0.455450123241219,-1.80440994496324,0.288793361578875,-0.511480194786914,-0.0912832766425019
"010A1","010A0232","Control",0.704837337228819,-1.12182260635522,0.0908113192871749,-0.573602199756116,-0.412862939041902
"010A1","010A0233","Control",1.03510352196992,-0.34792960655914,0.262623176711222,0.00379720372860315,-0.781061198320081
"010A1","010A0234","Control",-0.608926375407211,1.23890214863198,0.0693349127912537,1.34255092952781,-0.390092785411881
"010A1","010A0235","Control",0.50495512329797,-0.274197564852279,-0.528643818856825,0.295461511559413,0.613837622009258
"010A1","010A0236","Control",-1.71700867907334,0.162380715558193,-0.130202164518766,0.841786943605435,0.384677020333242
"010A1","010A0237","Control",-0.784459008379496,-0.0646069097530627,1.62015874435582,0.62906429822047,-1.20565664981837
"010A1","010A0238","Control",-0.850907594176518,-0.705237097025142,-0.0178951233234706,0.101598399463067,1.19785122001404
"010A1","010A0239","Control",-2.41420764994663,1.36219726875099,-1.31848939894929,0.671120874661013,1.29114126665685
"010A1","010A0240","Control",0.0361226068922556,-1.09651318808332,-0.844560160581277,-0.138316374561719,1.48307160252052
"010A1","010A0241","Control",0.205998600200254,-0.228433518546891,-1.10181487249111,-1.24931225315241,-1.22359523581159
"010A1","010A0242","Control",-0.361057298548666,-0.347828080610269,-0.900090143007498,0.347635244215357,-0.41317463437103
"010A1","010A0243","Control",0.758163235699517,0.532128619506733,-1.26108391982248,-2.27781365917161,-0.409580866212294
"010A1","010A0244","Control",-0.726704827076575,1.60723456226119,-2.6258489024829,-0.986209181193632,-0.451164718262206
"010A1","010A0245","Control",-1.36828104441929,0.513814526116594,0.669065749190573,-0.0595413435522069,-0.564698951728143
"010A1","010A0246","Control",0.432818025888717,1.38237316057303,0.660041509230777,-0.160759490474124,-0.560010334496702
"010A1","010A0247","Control",-0.811393176186672,0.763097048549903,-0.25060043539111,-0.420361520340292,-0.970558066992205
"010A1","010A0248","Control",1.44410126172125,-0.624584544634111,-0.723797316953819,0.988591016328615,-0.56282354617343
"010A1","010A0249","Control",-0.431446202613345,0.0815438004289869,-0.812181632329413,-1.06961379110863,-0.332036443298219
"010A1","010A0250","Control",0.655647883402207,1.37607911136477,0.398734336018413,-2.61364346701511,0.193650109749296
"010A1","010A0251","Control",0.321925265203947,-1.56126578615704,0.226563573879377,0.780451897662153,0.605642856272221
"010A1","010A0252","Control",-0.783838940880375,0.324770660594699,0.421643579753211,0.0451050735540702,0.957873599425007
"010A1","010A0253","Control",1.57572751979198,-0.156790316952238,0.00483794372409907,-0.108489158897566,-0.800818438984397
"010A1","010A0254","Control",0.642899305717316,0.877783860734352,0.618983915096519,-0.391224310070966,0.0425486556052422
"010A1","010A0255","Control",0.0897606465996057,0.750166575180638,0.431133944485928,-1.6869995043286,2.33570086201341
"010A1","010A0256","Control",0.276550747291463,0.30105340384283,0.558312370187223,-0.952704455151679,-0.461867455821985
"010A1","010A0257","Control",0.679288816055271,1.49281111722931,0.495961280672009,0.507414112103395,0.740429906040657
"010A1","010A0258","Control",0.0898328865790817,-1.5254938001697,1.66188574094578,0.0188160990067223,-0.698344660682268
"010A1","010A0259","Control",-2.99309008315293,0.910717558486022,-1.0550346122045,-1.41891037358562,1.06536890145562
"010A1","010A0260","Control",0.284882953530659,-1.57953202785754,1.50832468678,0.598171931352236,0.545516821338762
"010A1","010A0261","Control",-0.367234642740975,0.587716257118581,-0.334208656655074,0.786379621743228,-0.918209320243205
"010A1","010A0262","Control",0.185230564865609,0.0896422960007244,-0.0649807438184409,-0.134633045902237,1.02519134367607
"010A1","010A0263","Control",0.581823727365507,0.96726165694984,0.0810815387134028,-0.016386517615323,1.12573840290613
"010A1","010A0264","Control",1.39973682729268,0.0788123529148234,-0.448214795538841,1.40914040823509,0.882800384998406
"010A1","010A0265","Control",-0.727292059474465,-1.56869983648609,-2.55380695026597,0.394838698802266,-2.76807861085069
"010A1","010A0266","Control",1.30254263204414,-2.00782318401609,-0.312932535119014,1.21987512807247,0.143826578856264
"010A1","010A0267","Control",0.335848119752074,0.540973524238763,0.0413831520402976,-0.0450772128729762,1.5198831251518
"010A1","010A0268","Control",1.03850609869762,-0.0733765981084255,-1.73772806133762,1.47948784483878,-0.171316078021067
"010A1","010A0269","Control",0.920728568290646,-0.571018393558081,0.54993965969838,-0.0756837866923921,-0.658144999317951
"010A1","010A0270","Control",0.720878162866862,-0.311068459853641,-0.597273692593322,0.917748457199555,-0.154294602086388
"010A1","010A0271","Control",-1.04311893856785,-0.671415067101365,1.44774180603655,-0.344778713742413,-2.3830393163367
"010A1","010A0272","Control",-0.0901863866107067,-0.157340452080979,0.264868114264259,-1.07700265605392,-1.1382970912816
"010A1","010A0273","Control",0.623518161999544,-0.931305070999869,-0.788782807782472,1.00160472735829,-0.0872555328125386
"010A1","010A0274","Control",-0.953523357772344,-1.98300947947013,0.167732220671529,2.29600404077134,0.835326720644202
"010A1","010A0275","Control",-0.542828814573857,-0.219599804249378,0.25758310820126,-0.325878115450014,0.212110868191506
"010A1","010A0276","Control",0.580996497681682,1.04527586946239,0.912047367450309,1.46885612852932,0.641346301404555
"010A1","010A0277","Control",0.768178737834591,1.87732956629967,-0.156872382554867,-0.236908933173859,-1.0321009677859
"010A1","010A0278","Control",0.463767588540167,0.00260619595716637,-2.03337570844709,0.923493117890428,1.4857706537531
"010A1","010A0279","Control",-0.885776297409679,-0.0806699347091655,-1.29966582307858,-0.989191806701409,1.19047624727791
"010A1","010A0280","Control",-1.09978089864786,0.96298228123987,-0.857250659929035,0.275646278286709,0.617226731476436
"010A1","010A0281","Control",1.51270700980493,0.0535710165465174,0.426265294536191,-0.763661093561037,-0.172938324465871
"010A1","010A0282","Control",0.257921437532031,-0.434898408910037,-0.284836263084754,-1.35211198419997,0.861580440756975
"010A1","010A0283","Control",0.0884402291595864,-1.73729725534231,-0.614368541969862,0.655024410228004,-0.620085924544441
"010A1","010A0284","Control",-0.120896537539089,-1.26369559978243,-0.844890832157483,1.60964676035496,-0.878213047268405
"010A1","010A0285","Control",-1.19432889516053,0.406308512069273,0.153694957218872,-0.78850696587791,-2.22859514687621
"010A1","010A0286","Control",0.611996898040387,-1.45965396777976,-0.851432275778188,-0.883876112525995,0.193263225267502
"010A1","010A0287","Control",-0.217139845746521,1.0484573701547,-0.397921072942885,-1.07251461179358,-2.31265671694031
"010A1","010A0288","Control",-0.182756706331922,-1.3464305394502,-0.939977226280953,-0.458140981447841,-0.0243337921357311
"010A1","010A0289","Control",0.93334632857116,-0.193570558113494,-1.38825374141942,0.665647015578227,0.441340589239052
"010A1","010A0290","Control",0.821773110508249,-0.00233595711367605,0.955184588863398,0.712228212418725,0.789576753769568
"010A1","010A0291","Control",1.39211637593427,-0.0128297338671881,-1.31749547003238,0.442954227499162,1.02181962668272
"010A1","010A0292","Control",-0.476173923054674,0.151947321984398,0.0730291461596218,0.759587312059179,0.615261159537096
"010A1","010A0293","Control",0.650348560726305,0.598511131401079,-0.56818584856837,-0.468877666019124,-0.859577856168591
"010A1","010A0294","Control",1.39111045639,-0.126212437298279,-1.05845066878383,-0.172709977883837,0.890748976368977
"010A1","010A0295","Control",-1.1107888794479,-0.248535565846776,0.259313538417069,0.682049899385807,0.0632747474874033
"010A1","010A0296","Control",-0.860792586877842,0.160327394904622,0.373134504519161,-0.281577328241543,-1.86466105555997
"010A1","010A0297","Control",-1.13173868085377,-0.433641941597269,1.26466676928415,-0.961622573931821,-0.1131368509232
"010A1","010A0298","Control",-1.4592139995024,1.53741241910027,0.325224996068265,-1.37765014473256,-1.78338637587516
"010A1","010A0299","Control",0.0799825532411612,-2.17024657661608,-0.138467319508306,2.69758663663836,-1.05349044072366
"010A1","010A02100","Control",0.65320433964919,1.02700461929143,2.6024688972798,-1.69971505556293,-0.619354677304664
"010A2","010A02101","Treatment1",2.20096537559849,0.751517066810067,0.349715571512085,1.0293166527942,0.413061423480861
"010A2","010A02102","Treatment1",2.04475108716773,1.42232038583239,-0.00318322831336237,2.93431433615124,1.92697573194359
"010A2","010A02103","Treatment1",-0.00320864683984801,1.98765329363967,0.464886087125522,1.83751087517796,0.934594154662499
"010A2","010A02104","Treatment1",2.84848190167275,1.83556817203502,0.889585433223212,0.814653668915333,0.0628882412248359
"010A2","010A02105","Treatment1",0.333226591242183,0.339478140954295,1.60043016931357,1.53332917776439,0.366140566238584
"010A2","010A02106","Treatment1",1.10551381245607,2.56406949329184,1.41584505959868,2.78495624201476,0.424775713984932
"010A2","010A02107","Treatment1",0.577744118131144,-0.622975935291547,0.894249353323008,1.18962781983013,1.18822104175933
"010A2","010A02108","Treatment1",0.877649828045029,1.86389637347899,0.143437461753879,0.4309124878134,1.53965597446293
"010A2","010A02109","Treatment1",1.1881930345015,0.4883972265638,2.12732733432216,2.45189294457212,0.579115930342988
"010A2","010A02110","Treatment1",1.11916095799701,-0.917365025445402,1.91628162144845,2.86899345256532,0.660533440022915
"010A2","010A02111","Treatment1",0.974907449132597,-0.865813848619948,0.275620407275639,0.0154451062624591,1.51808038836326
"010A2","010A02112","Treatment1",1.10807272794203,1.24517906343969,1.68677908757474,1.71875676390437,0.130612378986775
"010A2","010A02113","Treatment1",0.514564764153332,3.22353430190807,1.45008579164461,1.12934729695826,0.839329085845174
"010A2","010A02114","Treatment1",0.495782869312096,1.27337606414447,2.04522160610504,1.70164130889336,0.857383213394959
"010A2","010A02115","Treatment1",-0.661099079914812,2.13078479452828,1.14962903443744,1.52669783188745,0.234789032155796
"010A2","010A02116","Treatment1",0.617666273126182,1.8386693740601,-0.141067153200693,0.979486901045398,0.340199428682985
"010A2","010A02117","Treatment1",0.4873497421222,0.345384722121794,1.80249940241966,1.43825104730697,0.692594559586558
"010A2","010A02118","Treatment1",3.7018910003448,1.9539609784794,0.271283469030554,-0.210528565701537,0.118072549793982
"010A2","010A02119","Treatment1",-0.362116231189719,1.35295146548932,1.52720928572848,-0.404419943828904,0.904654841251574
"010A2","010A02120","Treatment1",1.13725621855861,1.20659929264961,2.67347877221231,1.72074915720931,-0.275969373074105
"010A2","010A02121","Treatment1",-0.493625067316291,2.00111323431025,-0.418828020270831,1.08603550327673,1.37558498396481
"010A2","010A02122","Treatment1",-0.470435741436797,1.74745199164028,2.56191080116889,0.86838295859154,0.530769627403644
"010A2","010A02123","Treatment1",1.12470238619701,0.373425163276861,2.35316100891808,-0.676051978939838,1.79893320361921
